,invoice_id,company_reg_number,invoice_date,invoice_amount,end_date,disputed,paper_or_electronic
672,5827,20000010,5/9,144.0,16/11,0,e
673,66669,20000010,14/9,101.0,11/12,1,p
674,71268,20000010,16/3,122.0,27/6,0,e
675,2910,20000011,5/1,101.0,24/3,0,e
676,40354,20000011,11/7,49.0,25/10,0,e
677,29797,20000011,11/6,102.0,28/9,0,p
678,41922,20000011,19/1,53.0,26/4,0,e
679,42947,20000011,6/1,77.0,11/4,0,e
680,8689,20000011,10/1,92.0,11/3,0,e
681,21386,20000011,28/5,58.0,4/7,0,e
682,37504,20000011,2/3,90.0,26/5,0,e
683,62123,20000011,9/9,79.0,16/10,0,e
684,22314,20000011,14/9,74.0,15/12,0,e
685,30230,20000011,28/3,78.0,28/5,0,e
686,37490,20000011,27/3,48.0,11/5,0,e
687,77328,20000011,21/7,96.0,25/8,0,e
688,31405,20000011,17/9,68.0,13/12,0,e
689,71431,20000011,28/5,85.0,26/8,1,p
690,13669,20000011,27/1,63.0,6/3,0,e
691,27477,20000011,9/4,81.0,3/6,0,e
692,5137,20000011,13/9,59.0,6/12,0,e
693,22631,20000011,19/3,99.0,9/5,0,e
694,71291,20000011,10/9,75.0,15/11,1,p
695,69326,20000011,26/7,72.0,4/8,0,e
696,7800,20000011,2/9,55.0,24/11,0,e
697,60960,20000011,25/4,80.0,27/6,0,e
702,35487,20000011,12/8,65.0,13/10,0,e
703,19211,20000011,7/1,84.0,28/3,0,e
704,61373,20000011,9/5,59.0,21/7,0,p
705,56612,20000011,10/7,77.0,12/10,0,e
707,5307,20000011,5/4,80.0,24/6,0,e
708,53612,20000011,4/3,92.0,17/4,0,p
709,48586,20000011,21/1,53.0,11/3,0,p
710,3799,20000011,4/9,76.0,26/12,0,e
711,31112,20000011,27/6,86.0,28/8,0,e
712,57026,20000011,25/9,79.0,5/11,0,e
713,34722,20000011,11/1,68.0,12/3,0,e
714,5110,20000011,18/3,69.0,13/6,0,e
715,67499,20000011,17/11,89.0,11/12,0,e
716,31117,20000011,14/8,62.0,18/11,0,e
717,22571,20000011,7/4,76.0,24/5,1,e
719,17388,20000011,17/7,65.0,15/10,0,p
720,7091,20000011,8/1,78.0,16/4,0,e
721,6680,20000011,27/1,59.0,9/3,0,p
722,43951,20000011,4/3,86.0,4/5,0,e
723,39761,20000011,14/9,79.0,28/12,0,e
724,74917,20000011,28/9,70.0,16/12,0,e
725,15949,20000011,17/4,67.0,26/7,0,e
726,7050,20000011,12/3,79.0,9/5,0,e
729,59577,20000011,8/4,79.0,11/7,0,e
730,47540,20000011,7/3,73.0,22/5,1,e
731,58164,20000011,6/8,64.0,12/11,0,p
733,65008,20000011,8/1,78.0,24/3,0,p
734,20573,20000011,27/4,65.0,5/6,0,e
735,70430,20000011,19/5,73.0,28/8,0,p
737,70388,20000011,4/7,60.0,10/10,0,e
738,60706,20000011,6/8,78.0,28/10,0,e
739,50495,20000011,20/9,88.0,13/11,1,e
740,76857,20000011,5/2,72.0,9/4,0,e
741,61664,20000011,28/10,70.0,16/12,0,e
742,8106,20000011,4/1,86.0,26/4,0,p
743,50543,20000011,7/3,65.0,19/5,0,e
744,42398,20000011,18/5,62.0,28/8,0,p
746,22348,20000011,5/1,69.0,13/3,0,p
747,69659,20000012,9/1,197.0,24/3,0,e
748,14081,20000012,19/4,200.0,21/6,0,e
749,62639,20000012,16/3,154.0,16/6,0,e
750,44477,20000012,17/1,197.0,16/4,0,e
751,17023,20000012,1/10,174.0,26/12,0,e
753,29154,20000012,4/2,198.0,25/5,0,p
754,21948,20000012,12/1,113.0,27/3,0,e
755,28707,20000012,2/4,217.0,27/6,0,p
756,65867,20000012,5/1,151.0,18/2,1,e
757,52816,20000012,28/3,190.0,21/5,0,e
758,859,20000012,19/6,207.0,25/8,1,p
759,42391,20000012,8/3,118.0,24/5,0,e
761,59831,20000012,9/1,244.0,12/4,0,e
762,41896,20000012,27/8,149.0,25/10,1,p
763,69404,20000012,8/1,173.0,25/3,0,e
765,36902,20000012,21/1,232.0,15/4,1,e
766,70946,20000012,28/7,148.0,11/9,0,e
767,66893,20000012,8/3,159.0,24/6,0,e
768,25329,20000012,12/9,220.0,24/11,0,e
769,62893,20000012,28/3,141.0,5/5,1,p
770,44112,20000012,26/1,185.0,26/2,0,p
773,51968,20000012,14/7,164.0,11/10,0,e
774,9526,20000012,28/7,195.0,24/9,1,e
775,38664,20000012,21/6,116.0,15/8,0,e
776,55241,20000012,14/1,200.0,11/2,0,p
777,46995,20000012,8/3,190.0,28/5,0,p
778,66672,20000012,16/1,147.0,17/3,0,e
780,31544,20000012,28/4,209.0,27/7,0,e
781,36982,20000012,8/9,142.0,7/11,1,e
783,6557,20000012,23/3,165.0,1/6,0,e
784,44289,20000012,28/6,161.0,27/8,0,p
785,30442,20000012,28/1,221.0,15/3,0,p
786,59368,20000012,9/6,134.0,28/9,0,e
789,25775,20000012,9/7,157.0,20/10,0,p
790,62876,20000012,12/3,216.0,27/5,0,e
791,76644,20000012,11/9,158.0,15/11,0,e
792,2660,20000012,6/9,221.0,12/11,0,e
793,11525,20000012,18/3,149.0,7/6,0,e
795,48305,20000012,27/7,133.0,18/8,0,e
796,57113,20000012,19/1,160.0,26/3,0,e
797,18609,20000012,21/4,205.0,27/6,0,e
798,45030,20000012,11/8,170.0,16/10,0,e
800,47469,20000012,26/3,194.0,13/6,1,e
801,36622,20000012,27/3,144.0,28/5,0,e
802,6404,20000012,4/3,155.0,28/5,0,e
803,54903,20000013,5/4,131.0,18/7,0,p
804,4377,20000013,13/4,72.0,1/6,0,p
805,65212,20000013,7/6,115.0,6/9,0,p
806,15544,20000013,1/5,91.0,11/8,0,e
807,69698,20000013,9/9,109.0,6/11,0,e
808,68252,20000013,10/1,65.0,14/3,0,p
809,74581,20000013,9/4,93.0,13/7,0,e
810,31172,20000013,27/9,101.0,24/11,0,p
812,44624,20000013,19/3,82.0,16/6,0,e
813,74903,20000013,17/8,95.0,28/10,0,e
815,70828,20000013,8/4,80.0,1/7,0,p
816,50883,20000013,9/8,97.0,13/11,0,p
817,49365,20000013,11/6,92.0,25/9,0,e
818,59960,20000013,9/3,109.0,12/5,1,e
819,45452,20000013,27/3,86.0,26/4,0,e
820,32208,20000013,12/3,107.0,10/6,0,e
821,44595,20000013,19/4,99.0,11/6,0,e
822,7861,20000013,14/3,93.0,12/6,1,e
825,21987,20000013,8/3,102.0,26/5,0,e
826,43606,20000013,27/9,117.0,5/11,0,e
827,74627,20000013,5/5,80.0,26/7,0,e
828,69610,20000013,8/3,84.0,25/5,0,e
830,68568,20000013,2/8,94.0,21/11,0,e
831,32904,20000013,5/1,126.0,26/2,0,e
832,79424,20000013,9/9,69.0,24/10,0,p
833,52533,20000013,28/9,101.0,4/12,0,e
834,16428,20000013,27/3,96.0,26/6,0,e
835,59718,20000013,14/7,92.0,16/10,0,e
836,27561,20000013,11/3,127.0,18/5,0,e
837,25307,20000013,4/1,79.0,21/3,0,e
839,37309,20000013,17/3,75.0,16/6,0,p
840,37108,20000013,20/6,91.0,10/8,0,e
841,42944,20000013,19/4,111.0,2/7,1,e
842,55267,20000013,21/5,95.0,27/7,0,e
843,26708,20000013,20/4,91.0,11/7,0,e
845,32122,20000013,27/7,91.0,13/10,0,p
846,57941,20000013,21/4,101.0,3/6,1,e
847,28094,20000013,9/5,99.0,5/7,0,e
849,75612,20000013,28/3,100.0,26/5,0,p
850,48860,20000013,27/2,116.0,27/5,0,e
851,19237,20000013,18/7,98.0,13/10,1,p
852,50025,20000013,7/1,103.0,25/3,0,e
854,21326,20000013,12/9,96.0,8/11,0,e
855,73300,20000013,28/6,84.0,27/8,0,p
857,45964,20000013,16/8,110.0,27/10,0,p
858,46359,20000013,26/11,76.0,24/12,0,e
861,28070,20000013,27/1,92.0,6/4,0,e
862,115,20000013,21/1,94.0,9/4,0,p
863,61762,20000013,21/5,127.0,27/8,1,p
864,46101,20000013,17/4,93.0,11/7,0,e
865,35459,20000013,9/1,77.0,18/2,1,e
866,40109,20000013,26/3,111.0,13/5,0,e
867,54620,20000013,16/6,88.0,13/8,0,e
869,22365,20000013,14/9,127.0,15/11,0,e
870,75889,20000013,18/7,71.0,11/9,1,e
871,4611,20000013,17/3,117.0,26/5,0,e
872,7912,20000013,14/6,89.0,28/9,0,p
873,65692,20000013,3/7,100.0,15/10,0,p
874,79012,20000013,7/8,106.0,15/11,1,p
875,51245,20000013,28/8,61.0,26/10,0,e
876,41531,20000013,27/1,111.0,15/2,0,e
877,70450,20000013,21/5,112.0,9/6,0,e
878,73760,20000013,28/3,80.0,5/5,0,e
879,53012,20000013,4/2,107.0,3/5,0,e
881,7804,20000013,6/7,78.0,13/10,0,e
882,69027,20000013,25/10,102.0,21/11,1,e
883,79193,20000013,10/6,79.0,26/8,1,e
884,30462,20000013,8/3,107.0,12/5,0,e
885,1133,20000013,23/9,104.0,9/10,0,e
886,74308,20000013,28/3,110.0,2/6,0,p
887,4187,20000013,25/1,88.0,27/4,1,e
889,72800,20000013,8/1,120.0,12/3,0,e
890,4041,20000013,3/9,62.0,11/11,0,e
891,27735,20000013,27/9,123.0,25/11,0,e
893,50660,20000013,4/1,128.0,16/4,0,e
894,29506,20000013,16/1,82.0,26/4,0,p
895,68732,20000013,3/5,103.0,21/7,0,e
896,63999,20000013,7/4,93.0,13/6,0,e
897,68479,20000013,9/3,104.0,3/5,0,e
898,68956,20000013,12/1,79.0,13/2,0,e
899,59850,20000013,4/4,102.0,18/7,0,p
900,42029,20000013,10/1,100.0,28/4,0,e
901,3100,20000013,18/7,102.0,16/9,0,e
903,7769,20000013,12/6,97.0,7/8,0,p
904,3456,20000013,18/7,104.0,28/9,0,e
905,64512,20000013,19/1,97.0,11/3,0,e
907,21275,20000013,8/7,81.0,26/9,0,e
908,68805,20000013,8/1,100.0,16/3,0,e
909,13197,20000013,1/3,89.0,21/6,0,e
910,74215,20000013,14/1,110.0,27/4,0,e
911,71480,20000013,14/1,101.0,16/4,0,p
912,35970,20000013,2/11,86.0,26/12,0,e
913,61516,20000013,28/8,86.0,27/11,0,e
914,13715,20000013,26/8,119.0,25/10,0,e
915,32386,20000013,14/8,79.0,28/10,0,e
917,24490,20000013,12/2,88.0,26/4,0,e
918,31266,20000013,8/3,98.0,17/5,0,e
919,60725,20000013,7/1,115.0,11/4,0,e
920,17446,20000013,4/8,80.0,18/11,0,e
921,27200,20000013,27/5,90.0,13/8,0,e
923,33714,20000013,6/5,98.0,28/8,0,p
925,44000,20000013,17/4,97.0,26/7,0,p
926,23106,20000013,27/3,69.0,18/4,0,e
927,39010,20000013,26/1,110.0,24/4,0,p
928,2294,20000013,7/3,114.0,21/5,0,e
929,63393,20000013,21/9,69.0,1/11,0,e
930,52972,20000013,27/5,119.0,27/8,0,e
931,25731,20000013,2/6,66.0,15/8,0,e
934,13070,20000013,12/1,98.0,2/4,0,p
935,11305,20000013,7/10,106.0,1/11,0,e
937,52930,20000013,4/3,108.0,27/6,0,e
938,61181,20000013,28/8,108.0,28/10,0,p
939,32733,20000013,4/3,63.0,11/5,0,e
940,74694,20000013,14/4,100.0,11/6,0,e
942,75958,20000013,3/3,71.0,27/6,0,e
943,20923,20000014,19/9,64.0,27/11,0,e
944,45497,20000014,8/5,67.0,27/8,0,e
945,24442,20000014,21/3,77.0,16/5,0,e
946,13907,20000014,5/5,71.0,4/8,0,e
948,62563,20000014,17/4,62.0,13/7,0,e
949,22509,20000014,5/3,63.0,18/4,0,e
950,6691,20000014,20/3,55.0,20/6,0,e
951,70693,20000014,5/7,73.0,21/10,1,e
952,32433,20000014,8/4,67.0,18/7,0,e
953,36988,20000014,12/9,60.0,16/11,0,e
954,58253,20000014,14/3,53.0,21/6,0,e
955,28196,20000014,5/7,77.0,8/10,0,e
956,40095,20000014,28/9,63.0,26/12,0,e
957,34891,20000014,4/4,68.0,13/7,0,e
958,4324,20000014,4/9,63.0,4/12,0,p
959,24493,20000014,21/7,54.0,13/8,0,e
960,24474,20000014,2/3,63.0,28/4,1,p
965,448,20000014,18/4,51.0,24/6,0,e
966,39839,20000014,27/5,78.0,26/7,0,p
967,70422,20000014,11/8,61.0,13/11,0,e
968,69427,20000014,9/7,66.0,17/9,0,e
969,77449,20000014,4/7,62.0,11/9,0,e
970,29314,20000014,4/10,61.0,11/12,0,p
971,65777,20000014,23/11,50.0,12/12,0,e
972,34369,20000014,2/9,65.0,1/11,0,e
973,20497,20000014,28/1,74.0,26/3,1,e
974,46469,20000014,9/6,63.0,10/9,0,e
975,50071,20000014,16/1,66.0,17/3,0,e
977,31123,20000014,12/9,54.0,5/12,0,e
979,68144,20000014,13/4,64.0,26/7,0,e
980,57557,20000014,21/4,71.0,26/7,0,p
981,48965,20000014,16/7,68.0,1/10,1,e
983,54617,20000014,9/1,65.0,28/4,0,e
984,31871,20000014,28/1,79.0,24/4,0,e
985,68585,20000014,8/3,42.0,11/5,0,e
986,68768,20000014,28/5,62.0,14/8,0,e
987,2671,20000014,18/1,75.0,16/3,0,e
988,32898,20000014,11/7,58.0,24/10,0,p
989,13635,20000014,17/9,67.0,20/11,0,e
990,60975,20000014,25/3,65.0,21/5,0,e
991,77944,20000014,2/5,79.0,26/8,1,e
992,62701,20000014,20/3,62.0,13/6,0,e
993,24053,20000014,18/3,45.0,28/6,0,p
995,8509,20000014,17/4,82.0,9/6,0,e
996,63757,20000014,10/1,46.0,21/3,0,e
997,29427,20000014,27/8,71.0,26/9,0,e
998,29284,20000014,6/5,60.0,1/8,0,e
999,20562,20000014,28/3,66.0,28/6,1,e
1001,9348,20000014,3/3,65.0,28/5,0,p
1002,6644,20000014,20/6,49.0,24/9,1,p
1003,392,20000014,14/3,59.0,6/5,0,e
1004,20542,20000014,6/8,84.0,14/11,1,e
1005,19839,20000014,6/3,57.0,21/5,0,e
1007,78263,20000014,22/7,74.0,25/9,1,e
1008,69294,20000014,26/8,43.0,26/11,0,e
1010,8746,20000014,16/3,78.0,10/5,0,e
1011,48873,20000014,4/7,65.0,21/8,1,p
1012,52723,20000014,14/8,53.0,24/11,0,p
1015,22692,20000014,5/7,61.0,1/9,0,p
1016,20424,20000014,7/7,57.0,25/10,0,e
1017,2246,20000014,12/4,62.0,11/6,0,e
1018,38803,20000014,17/6,80.0,28/8,0,e
1019,30904,20000014,20/5,51.0,24/8,0,e
1020,68210,20000014,18/4,56.0,15/6,0,e
1021,68159,20000014,8/2,77.0,26/5,1,e
1022,45867,20000014,14/1,74.0,26/3,0,e
1023,61397,20000014,8/3,47.0,28/5,1,e
1024,59473,20000014,10/5,74.0,13/8,0,p
1025,1825,20000014,17/8,52.0,27/10,0,e
1027,69099,20000014,26/1,63.0,16/3,0,e
1028,16848,20000014,9/3,57.0,26/5,0,e
1029,34311,20000014,9/3,68.0,27/6,0,e
1031,55295,20000014,9/8,81.0,26/11,0,e
1032,76436,20000014,11/4,43.0,18/6,0,e
1033,55845,20000015,6/9,574.0,27/11,0,e
1034,29986,20000015,3/5,301.0,1/7,0,e
1035,16725,20000015,27/8,511.0,28/11,0,e
1036,5306,20000015,13/7,426.0,18/9,0,e
1037,64811,20000015,9/3,334.0,12/5,0,p
1038,40658,20000015,9/11,523.0,28/12,0,e
1039,45682,20000015,22/5,349.0,28/7,0,e
1040,39877,20000015,18/7,430.0,15/9,0,e
1041,46327,20000015,27/3,408.0,12/5,0,e
1042,18986,20000015,20/9,562.0,26/11,0,p
1043,14560,20000015,10/8,394.0,10/11,0,p
1044,13362,20000015,14/4,416.0,26/7,0,e
1045,54603,20000015,9/9,499.0,26/11,0,p
1047,5839,20000015,28/1,331.0,20/3,0,e
1048,60547,20000015,27/1,514.0,26/3,0,e
1049,54856,20000015,28/3,325.0,15/5,0,p
1050,50603,20000015,28/7,501.0,24/10,0,e
1052,475,20000015,9/1,428.0,11/3,0,e
1053,47095,20000015,10/8,394.0,16/11,0,e
1055,39388,20000015,27/4,514.0,26/7,0,e
1056,46558,20000015,17/9,417.0,21/12,0,e
1058,34451,20000015,9/9,430.0,11/11,0,e
1060,76630,20000015,2/3,418.0,26/5,0,p
1061,66531,20000015,3/3,419.0,21/4,0,p
1062,26563,20000015,14/8,393.0,13/10,0,e
1063,30506,20000015,2/9,445.0,24/12,0,p
1064,42433,20000015,2/8,524.0,28/10,1,p
1065,43114,20000015,10/1,369.0,26/2,0,e
1067,20264,20000015,4/8,527.0,25/11,0,e
1068,75893,20000015,1/6,341.0,12/9,0,e
1071,49998,20000015,27/9,280.0,27/11,0,e
1072,61552,20000015,8/1,505.0,15/2,0,e
1073,368,20000015,6/8,504.0,16/10,0,e
1074,44672,20000015,21/5,269.0,1/6,0,e
1075,54919,20000015,8/5,453.0,26/8,0,p
1076,45277,20000015,3/3,465.0,24/6,0,p
1077,35842,20000015,25/2,462.0,22/5,0,e
1078,53261,20000015,25/6,405.0,16/8,0,e
1079,30650,20000015,24/6,421.0,26/8,0,e
1080,69937,20000015,7/4,466.0,11/6,0,e
1081,2572,20000015,27/5,440.0,7/7,0,p
1082,60938,20000015,1/8,302.0,15/10,1,e
1084,34824,20000015,21/11,419.0,26/12,0,e
1085,29531,20000015,16/5,450.0,5/8,0,p
1086,23102,20000015,19/7,413.0,16/10,1,p
1088,43118,20000015,6/4,315.0,17/7,0,e
1089,70035,20000015,27/9,415.0,1/11,0,e
1090,78426,20000015,28/7,448.0,11/8,0,p
1091,42664,20000015,9/7,497.0,18/8,0,e
1092,57764,20000015,25/9,422.0,12/11,0,e
1093,21895,20000015,2/4,420.0,11/6,0,e
1094,40096,20000015,7/6,488.0,3/7,0,e
1095,42953,20000015,13/1,292.0,14/4,0,e
1098,1121,20000015,5/3,283.0,9/6,0,p
1099,32130,20000015,3/5,442.0,11/7,0,e
1100,16495,20000015,1/3,500.0,3/6,1,p
1101,9323,20000015,14/4,506.0,3/7,0,e
1102,12631,20000015,18/3,399.0,17/5,0,e
1105,13744,20000015,11/7,383.0,11/9,0,e
1106,13618,20000015,11/8,406.0,27/11,0,e
1108,73572,20000015,10/7,518.0,26/10,0,p
1110,47532,20000015,28/3,563.0,21/6,1,p
1111,17516,20000015,13/5,427.0,26/8,0,e
1113,71336,20000015,17/3,302.0,28/5,1,e
1114,62727,20000015,7/7,442.0,21/10,0,p
1115,16572,20000015,21/9,384.0,1/11,0,e
1117,22239,20000015,5/9,482.0,26/12,0,p
1118,54148,20000015,19/3,517.0,3/6,0,e
1119,35277,20000015,24/1,317.0,17/3,0,p
1120,10320,20000015,11/8,535.0,11/10,0,e
1121,13762,20000015,8/7,397.0,24/10,0,e
1122,17244,20000015,3/4,360.0,21/6,0,e
1123,60732,20000015,24/1,461.0,6/3,0,e
1124,33008,20000015,14/3,434.0,21/5,1,e
1125,72700,20000015,18/8,464.0,21/11,0,e
1126,15190,20000015,9/3,333.0,11/5,0,p
1127,34998,20000015,28/6,525.0,11/7,0,e
1128,31185,20000015,9/6,343.0,3/8,1,e
1129,48373,20000015,4/9,523.0,15/10,0,e
1130,41369,20000015,12/1,300.0,27/3,0,e
1131,69316,20000015,8/3,435.0,13/5,0,p
1132,37840,20000015,8/8,572.0,17/11,0,e
1133,59742,20000015,21/1,268.0,11/3,0,p
1135,70378,20000015,3/6,414.0,13/7,0,e
1136,24836,20000015,27/7,506.0,28/9,1,p
1139,50566,20000015,6/5,259.0,4/7,0,e
1140,73181,20000015,9/1,524.0,2/3,0,e
1141,49984,20000015,27/6,342.0,26/8,0,e
1142,11505,20000015,1/9,507.0,1/12,0,p
1144,30315,20000015,25/6,448.0,12/8,0,e
1145,61623,20000015,6/4,497.0,26/7,0,p
1146,60545,20000015,8/1,472.0,15/3,1,e
1148,43015,20000015,8/5,322.0,28/8,0,e
1149,50645,20000015,2/5,432.0,12/7,0,e
1150,39405,20000015,17/3,423.0,26/5,1,e
1151,295,20000015,10/6,499.0,16/9,0,p
1152,25411,20000015,17/9,332.0,13/12,1,p
1153,29014,20000016,19/9,157.0,27/11,0,e
1154,70840,20000016,12/9,125.0,24/11,0,e
1157,66489,20000016,28/1,88.0,3/2,0,e
1158,23231,20000016,3/5,192.0,25/7,0,p
1159,57408,20000016,6/1,142.0,7/4,0,p
1160,72907,20000016,12/6,114.0,10/8,0,e
1162,60820,20000016,18/8,95.0,24/10,0,e
1163,25128,20000016,17/6,189.0,28/9,0,p
1164,47752,20000016,17/1,115.0,26/2,0,e
1166,22024,20000016,28/9,155.0,11/11,0,e
1167,75883,20000016,2/5,128.0,18/7,0,e
1169,58574,20000016,17/9,140.0,16/12,0,e
1171,20732,20000016,6/4,109.0,28/6,0,e
1172,34294,20000016,9/3,140.0,6/6,0,p
1173,6457,20000016,11/9,131.0,28/11,0,e
1174,33038,20000016,5/7,136.0,11/10,1,e
1175,31367,20000016,8/6,188.0,1/9,0,e
1177,25216,20000016,5/4,121.0,12/6,1,p
1178,22484,20000016,14/2,134.0,8/4,0,e
1179,39501,20000016,4/8,139.0,11/10,0,e
1180,46578,20000016,17/3,180.0,11/5,0,e
1181,21418,20000016,3/6,96.0,28/8,1,e
1182,41145,20000016,23/8,163.0,16/11,0,p
1183,43640,20000016,9/8,149.0,26/11,0,p
1184,62576,20000016,27/3,142.0,26/5,1,p
1186,17906,20000016,6/3,137.0,13/5,0,e
1187,64908,20000016,9/3,122.0,25/4,0,e
1188,21951,20000016,17/4,158.0,26/6,0,e
1189,67628,20000016,4/4,125.0,16/6,0,e
1190,70813,20000016,16/6,164.0,10/8,0,e
1191,39458,20000016,4/4,137.0,21/6,0,e
1192,62609,20000016,27/6,150.0,23/9,1,p
1194,28676,20000016,17/1,97.0,18/4,0,e
1195,72650,20000016,22/8,167.0,7/10,0,e
1196,53855,20000016,10/10,114.0,26/12,0,e
1197,59410,20000016,11/5,178.0,4/6,0,e
1198,74297,20000016,18/9,124.0,28/12,0,e
1199,64974,20000016,22/11,140.0,21/12,0,e
1200,67096,20000016,4/1,143.0,3/4,0,e
1201,33759,20000016,5/7,166.0,11/9,1,e
1202,52774,20000016,22/1,130.0,18/3,0,p
1203,70075,20000016,28/7,100.0,16/10,0,e
1204,78487,20000016,25/6,140.0,7/8,0,e
1205,53198,20000017,9/1,151.0,15/4,0,e
1206,27121,20000017,23/8,119.0,2/11,1,e
1207,42351,20000017,27/3,152.0,16/5,0,e
1208,41586,20000017,3/8,120.0,9/10,1,e
1209,78607,20000017,17/6,105.0,21/8,1,p
1210,19038,20000017,14/7,157.0,26/10,1,e
1211,41169,20000017,4/3,135.0,13/5,0,e
1212,53810,20000017,9/9,110.0,17/12,0,e
1213,25931,20000017,17/1,135.0,24/4,0,e
1215,8595,20000017,12/3,124.0,21/5,0,e
1216,21610,20000017,9/1,158.0,6/3,1,e
1217,4722,20000017,21/4,118.0,22/7,0,e
1218,1294,20000017,8/1,111.0,13/3,0,e
1219,5893,20000017,2/3,114.0,14/5,0,p
1220,62906,20000017,2/5,151.0,1/8,0,p
1221,68969,20000017,21/3,108.0,26/5,0,p
1222,46562,20000017,11/7,120.0,24/10,1,e
1223,14235,20000017,8/7,153.0,28/10,0,e
1224,5617,20000017,18/9,117.0,11/11,0,e
1225,59145,20000017,16/4,143.0,28/7,0,p
1226,45252,20000017,20/6,137.0,25/8,0,e
1227,43969,20000017,18/4,103.0,24/5,0,e
1228,60686,20000017,17/3,121.0,27/6,0,e
1229,15071,20000017,2/8,146.0,17/11,0,e
1230,20368,20000017,20/6,104.0,24/8,0,p
1231,22138,20000017,28/8,127.0,24/10,0,e
1232,42771,20000017,28/7,147.0,16/8,0,p
1233,3094,20000017,19/4,123.0,28/6,0,e
1234,60802,20000017,28/3,123.0,7/6,0,e
1235,79288,20000017,18/9,154.0,26/11,0,e
1236,14528,20000017,17/4,92.0,24/6,0,p
1237,34811,20000017,7/7,151.0,11/10,0,e
1238,71116,20000017,17/3,133.0,26/6,1,p
1239,2341,20000017,10/9,112.0,15/11,0,e
1240,77795,20000017,8/9,139.0,21/12,1,e
1241,13407,20000017,24/3,102.0,17/6,0,e
1242,50573,20000017,6/6,116.0,15/9,1,e
1243,33060,20000017,9/7,151.0,26/9,0,e
1244,17857,20000017,20/8,129.0,13/11,0,p
1245,7917,20000017,3/2,122.0,28/5,1,e
1246,60707,20000017,4/1,118.0,28/4,0,p
1247,72724,20000017,16/6,122.0,18/8,0,p
1248,45802,20000017,21/8,135.0,27/10,1,e
1249,19051,20000017,10/5,126.0,16/7,0,p
1250,73815,20000017,10/9,157.0,28/12,0,e
1251,56548,20000017,8/6,93.0,13/7,0,e
1252,17966,20000017,21/3,148.0,5/5,0,e
1253,24144,20000017,9/7,114.0,13/8,0,e
1254,64604,20000017,9/4,155.0,18/7,0,e
1255,70234,20000017,22/9,103.0,26/11,0,e
1257,17340,20000017,7/6,122.0,28/8,1,e
1258,49874,20000017,16/4,139.0,28/5,0,p
1261,27458,20000017,13/3,148.0,20/5,0,e
1262,32440,20000017,28/9,127.0,26/11,0,e
1263,44431,20000017,27/4,108.0,15/7,0,e
1264,74900,20000017,27/9,118.0,27/12,0,e
1266,72520,20000017,9/4,161.0,24/6,0,p
1267,15643,20000017,28/6,84.0,25/9,0,e
1268,26727,20000017,6/4,167.0,11/6,0,p
1270,40708,20000017,20/6,116.0,1/8,0,e
1271,50076,20000017,18/1,152.0,25/4,0,p
1272,22677,20000017,9/4,87.0,15/7,1,e
1274,73375,20000017,17/4,116.0,11/6,0,e
1275,57759,20000017,1/7,119.0,1/9,1,e
1276,73749,20000017,18/6,144.0,28/8,0,e
1277,1006,20000017,18/4,109.0,28/5,0,e
1278,35406,20000017,7/5,139.0,21/8,1,p
1280,64150,20000017,26/1,95.0,15/3,0,e
1282,20956,20000017,28/6,105.0,6/9,1,e
1284,17040,20000017,4/5,118.0,2/8,1,e
1285,78931,20000017,17/3,144.0,26/6,0,e
1286,45000,20000017,28/3,104.0,15/6,0,p
1288,17773,20000017,20/9,133.0,16/10,1,e
1290,32425,20000018,26/6,178.0,11/8,0,p
1291,43323,20000018,18/1,136.0,5/4,0,e
1292,55359,20000018,14/4,196.0,11/7,0,e
1293,24052,20000018,27/3,147.0,28/6,0,p
1294,9017,20000018,28/8,134.0,26/10,0,e
1295,30520,20000018,7/1,162.0,15/4,0,e
1296,43700,20000018,14/5,152.0,24/7,0,e
1297,39503,20000018,14/1,136.0,16/3,1,e
1299,192,20000018,17/3,128.0,26/5,0,e
1300,12336,20000018,26/3,165.0,16/6,0,e
1301,58299,20000018,10/8,132.0,15/11,0,e
1302,9957,20000018,28/1,163.0,28/4,0,p
1303,14998,20000018,22/9,166.0,25/11,0,e
1304,27581,20000018,6/1,134.0,20/3,0,e
1305,35567,20000018,23/5,160.0,15/7,0,p
1306,18541,20000018,26/3,142.0,6/6,1,p
1307,5703,20000018,13/4,175.0,10/7,0,p
1308,64638,20000018,13/3,110.0,14/5,0,e
1309,46465,20000018,2/5,154.0,1/7,0,e
1310,12371,20000018,9/7,167.0,11/9,1,e
1311,40674,20000018,8/5,140.0,11/7,0,e
1312,16988,20000018,26/7,171.0,11/10,0,e
1313,65154,20000018,4/5,121.0,26/7,1,e
1314,5284,20000018,13/7,180.0,28/10,0,p
1315,32110,20000018,26/3,167.0,28/5,0,p
1316,17034,20000018,9/9,96.0,3/12,0,e
1317,17747,20000018,5/3,208.0,26/6,0,e
1318,45070,20000018,16/9,139.0,28/11,0,e
1319,23204,20000018,26/6,163.0,24/8,0,e
1320,9151,20000018,9/6,118.0,28/9,1,e
1321,8929,20000018,17/8,172.0,17/11,0,e
1322,66859,20000018,9/11,115.0,13/12,0,p
1323,8527,20000018,4/6,154.0,28/7,1,e
1324,32656,20000018,16/1,138.0,9/4,0,e
1325,9537,20000018,4/8,170.0,13/10,0,e
1327,54383,20000018,21/9,123.0,9/11,0,e
